Region,Vaccine,Year,Percentage
Middle East & North Africa,HEPBB,2001,27
Middle East & North Africa,HIB3,2001,10
Middle East & North Africa,MCV1,2001,90
Middle East & North Africa,MCV2,2001,72
Middle East & North Africa,POL3,2001,91
Middle East & North Africa,RCV1,2001,50
Middle East & North Africa,BCG,2002,92
Middle East & North Africa,DTP1,2002,94
Middle East & North Africa,DTP3,2002,90
Middle East & North Africa,HEPB3,2002,78
Middle East & North Africa,HEPBB,2002,28
Middle East & North Africa,HIB3,2002,18
Middle East & North Africa,MCV1,2002,89
Middle East & North Africa,MCV2,2002,73
Middle East & North Africa,POL3,2002,90
Middle East & North Africa,RCV1,2002,49
Middle East & North Africa,BCG,2003,93
Middle East & North Africa,DTP1,2003,93
Middle East & North Africa,DTP3,2003,89
Middle East & North Africa,HEPB3,2003,79
Middle East & North Africa,HEPBB,2003,27
Middle East & North Africa,HIB3,2003,21
Middle East & North Africa,MCV1,2003,89
Middle East & North Africa,MCV2,2003,72
Middle East & North Africa,POL3,2003,89
Middle East & North Africa,RCV1,2003,49
Middle East & North Africa,BCG,2004,93
Middle East & North Africa,DTP1,2004,95
Middle East & North Africa,DTP3,2004,90
Middle East & North Africa,HEPB3,2004,85
Middle East & North Africa,HEPBB,2004,46
Middle East & North Africa,HIB3,2004,21
Middle East & North Africa,MCV1,2004,89
Middle East & North Africa,MCV2,2004,79
Middle East & North Africa,POL3,2004,90
Middle East & North Africa,RCV1,2004,70
Middle East & North Africa,BCG,2005,93
Middle East & North Africa,DTP1,2005,94
Middle East & North Africa,DTP3,2005,90
Middle East & North Africa,HEPB3,2005,89
Middle East & North Africa,HEPBB,2005,46
Middle East & North Africa,HIB3,2005,25
Middle East & North Africa,MCV1,2005,89
Middle East & North Africa,MCV2,2005,83
Middle East & North Africa,POL3,2005,90
Middle East & North Africa,RCV1,2005,72
Middle East & North Africa,BCG,2006,94
Middle East & North Africa,DTP1,2006,94
Middle East & North Africa,DTP3,2006,90
Middle East & North Africa,HEPB3,2006,89
Middle East & North Africa,HEPBB,2006,45
Middle East & North Africa,HIB3,2006,26
Middle East & North Africa,MCV1,2006,89
Middle East & North Africa,MCV2,2006,83
Middle East & North Africa,POL3,2006,91
Middle East & North Africa,RCV1,2006,71
Middle East & North Africa,ROTAC,2006,0
Middle East & North Africa,BCG,2007,94
Middle East & North Africa,DTP1,2007,93
Middle East & North Africa,DTP3,2007,90
Middle East & North Africa,HEPB3,2007,89
Middle East & North Africa,HEPBB,2007,48
Middle East & North Africa,HIB3,2007,35
Middle East & North Africa,MCV1,2007,89
Middle East & North Africa,MCV2,2007,85
Middle East & North Africa,POL3,2007,92
Middle East & North Africa,RCV1,2007,72
Middle East & North Africa,ROTAC,2007,0
Middle East & North Africa,BCG,2008,93
Middle East & North Africa,DTP1,2008,94
Middle East & North Africa,DTP3,2008,91
Middle East & North Africa,HEPB3,2008,91
Middle East & North Africa,HEPBB,2008,48
Middle East & North Africa,HIB3,2008,44
Middle East & North Africa,MCV1,2008,89
Middle East & North Africa,MCV2,2008,79
Middle East & North Africa,PCV3,2008,1
Middle East & North Africa,POL3,2008,92
Middle East & North Africa,RCV1,2008,66
Middle East & North Africa,ROTAC,2008,0
Middle East & North Africa,BCG,2009,94
Middle East & North Africa,DTP1,2009,95
Middle East & North Africa,DTP3,2009,92
Middle East & North Africa,HEPB3,2009,92
Middle East & North Africa,HEPBB,2009,45
Middle East & North Africa,HIB3,2009,44
Middle East & North Africa,MCV1,2009,91
Middle East & North Africa,MCV2,2009,82
Middle East & North Africa,PCV3,2009,8
Middle East & North Africa,POL3,2009,92
Middle East & North Africa,RCV1,2009,68
Middle East & North Africa,ROTAC,2009,0
Middle East & North Africa,BCG,2010,94
Middle East & North Africa,DTP1,2010,95
Middle East & North Africa,DTP3,2010,92
Middle East & North Africa,HEPB3,2010,92
Middle East & North Africa,HEPBB,2010,42
Middle East & North Africa,HIB3,2010,44
Middle East & North Africa,MCV1,2010,91
Middle East & North Africa,MCV2,2010,81
Middle East & North Africa,PCV3,2010,9
Middle East & North Africa,POL3,2010,92
Middle East & North Africa,RCV1,2010,67
Middle East & North Africa,ROTAC,2010,0
Middle East & North Africa,BCG,2011,94
Middle East & North Africa,DTP1,2011,95
Middle East & North Africa,DTP3,2011,91
Middle East & North Africa,HEPB3,2011,91
Middle East & North Africa,HEPBB,2011,42
Middle East & North Africa,HIB3,2011,44
Middle East & North Africa,MCV1,2011,92
Middle East & North Africa,MCV2,2011,81
Middle East & North Africa,PCV3,2011,16
Middle East & North Africa,POL3,2011,91
Middle East & North Africa,RCV1,2011,67
Middle East & North Africa,ROTAC,2011,6
Middle East & North Africa,BCG,2012,94
Middle East & North Africa,DTP1,2012,93
Middle East & North Africa,DTP3,2012,88
Middle East & North Africa,HEPB3,2012,87
Middle East & North Africa,HEPBB,2012,42
Middle East & North Africa,HIB3,2012,47
Middle East & North Africa,MCV1,2012,89
Middle East & North Africa,MCV2,2012,77
Middle East & North Africa,PCV3,2012,22
Middle East & North Africa,POL3,2012,88
Middle East & North Africa,RCV1,2012,67
Middle East & North Africa,ROTAC,2012,13
Middle East & North Africa,BCG,2013,95
Middle East & North Africa,DTP1,2013,93
Middle East & North Africa,DTP3,2013,90
Middle East & North Africa,HEPB3,2013,91
Middle East & North Africa,HEPBB,2013,44
Middle East & North Africa,HIB3,2013,50
Middle East & North Africa,MCV1,2013,90
Middle East & North Africa,MCV2,2013,78
Middle East & North Africa,PCV3,2013,24
Middle East & North Africa,POL3,2013,90
Middle East & North Africa,RCV1,2013,66
Middle East & North Africa,ROTAC,2013,24
Middle East & North Africa,BCG,2014,95
Middle East & North Africa,DTP1,2014,93
Middle East & North Africa,DTP3,2014,89
Middle East & North Africa,HEPB3,2014,89
Middle East & North Africa,HEPBB,2014,44
Middle East & North Africa,HIB3,2014,74
Middle East & North Africa,MCV1,2014,88
Middle East & North Africa,MCV2,2014,83
Middle East & North Africa,PCV3,2014,25
Middle East & North Africa,POL3,2014,89
Middle East & North Africa,RCV1,2014,73
Middle East & North Africa,ROTAC,2014,23
Middle East & North Africa,BCG,2015,91
Middle East & North Africa,DTP1,2015,92
Middle East & North Africa,DTP3,2015,88
Middle East & North Africa,HEPB3,2015,88
Middle East & North Africa,HEPBB,2015,44
Middle East & North Africa,HIB3,2015,88
Middle East & North Africa,IPV1,2015,27
Middle East & North Africa,MCV1,2015,89
Middle East & North Africa,MCV2,2015,86
Middle East & North Africa,PCV3,2015,25
Middle East & North Africa,POL3,2015,88
Middle East & North Africa,RCV1,2015,79
Middle East & North Africa,ROTAC,2015,27
Middle East & North Africa,BCG,2016,94
Middle East & North Africa,DTP1,2016,93
Middle East & North Africa,DTP3,2016,89
Middle East & North Africa,HEPB3,2016,89
Middle East & North Africa,HEPBB,2016,45
Middle East & North Africa,HIB3,2016,89
Middle East & North Africa,IPV1,2016,46
Middle East & North Africa,MCV1,2016,91
Middle East & North Africa,MCV2,2016,89
Middle East & North Africa,PCV3,2016,32
Middle East & North Africa,POL3,2016,89
Middle East & North Africa,RCV1,2016,81
Middle East & North Africa,ROTAC,2016,29
Middle East & North Africa,BCG,2017,91
Middle East & North Africa,DTP1,2017,93
Middle East & North Africa,DTP3,2017,90
Middle East & North Africa,HEPB3,2017,90
Middle East & North Africa,HEPBB,2017,67
Middle East & North Africa,HIB3,2017,90
Middle East & North Africa,IPV1,2017,46
Middle East & North Africa,MCV1,2017,90
Middle East & North Africa,MCV2,2017,89
Middle East & North Africa,PCV3,2017,39
Middle East & North Africa,POL3,2017,90
Middle East & North Africa,RCV1,2017,90
Middle East & North Africa,ROTAC,2017,32
Middle East & North Africa,BCG,2018,93
Middle East & North Africa,DTP1,2018,93
Middle East & North Africa,DTP3,2018,89
Middle East & North Africa,HEPB3,2018,89
Middle East & North Africa,HEPBB,2018,68
Middle East & North Africa,HIB3,2018,89
Middle East & North Africa,IPV1,2018,56
Middle East & North Africa,MCV1,2018,89
Middle East & North Africa,MCV2,2018,86
Middle East & North Africa,PCV3,2018,38
Middle East & North Africa,POL3,2018,88
Middle East & North Africa,RCV1,2018,88
Middle East & North Africa,ROTAC,2018,32
Middle East & North Africa,BCG,2019,91
Middle East & North Africa,DTP1,2019,94
Middle East & North Africa,DTP3,2019,90
Middle East & North Africa,HEPB3,2019,90
Middle East & North Africa,HEPBB,2019,69
Middle East & North Africa,HIB3,2019,90
Middle East & North Africa,IPV1,2019,92
Middle East & North Africa,MCV1,2019,89
Middle East & North Africa,MCV2,2019,87
Middle East & North Africa,PCV3,2019,39
Middle East & North Africa,POL3,2019,90
Middle East & North Africa,RCV1,2019,89
Middle East & North Africa,ROTAC,2019,26
North America,DTP1,1980,89
North America,DTP3,1980,87
North America,MCV1,1980,78
North America,POL3,1980,86
North America,RCV1,1980,78
North America,DTP1,1981,89
North America,DTP3,1981,87
North America,MCV1,1981,88
North America,POL3,1981,87
North America,RCV1,1981,88
North America,DTP1,1982,89
North America,DTP3,1982,87
North America,MCV1,1982,88
North America,POL3,1982,88
North America,RCV1,1982,88
North America,DTP1,1983,89
North America,DTP3,1983,88
North America,MCV1,1983,89
North America,POL3,1983,88
North America,RCV1,1983,89
North America,DTP1,1984,89
North America,DTP3,1984,88
North America,MCV1,1984,89
North America,POL3,1984,88
North America,RCV1,1984,89
North America,DTP1,1985,89
North America,DTP3,1985,87
North America,HEPB3,1985,0
North America,MCV1,1985,88
North America,POL3,1985,87
North America,RCV1,1985,88
North America,DTP1,1986,89
North America,DTP3,1986,88
North America,HEPB3,1986,0
North America,MCV1,1986,88
North America,POL3,1986,88
North America,RCV1,1986,88
North America,DTP1,1987,98
North America,DTP3,1987,96
North America,HEPB3,1987,0
North America,MCV1,1987,81
North America,POL3,1987,96
North America,RCV1,1987,81
North America,DTP1,1988,98
North America,DTP3,1988,96
North America,HEPB3,1988,0
North America,MCV1,1988,97
North America,POL3,1988,96
North America,RCV1,1988,97
North America,DTP1,1989,97
North America,DTP3,1989,93
North America,HEPB3,1989,0
North America,MCV1,1989,93
North America,POL3,1989,91
North America,RCV1,1989,93
North America,DTP1,1990,96
North America,DTP3,1990,90
North America,HEPB3,1990,0
North America,HIB3,1990,0
North America,MCV1,1990,90
North America,POL3,1990,85
North America,RCV1,1990,90
North America,DTP1,1991,95
North America,DTP3,1991,86
North America,HEPB3,1991,0
North America,HIB3,1991,0
North America,MCV1,1991,87
North America,POL3,1991,79
North America,RCV1,1991,87
North America,DTP1,1992,94
North America,DTP3,1992,84
North America,HEPB3,1992,0
North America,HIB3,1992,0
North America,MCV1,1992,84
North America,POL3,1992,74
North America,RCV1,1992,84
North America,DTP1,1993,96
North America,DTP3,1993,88
North America,HEPB3,1993,15
North America,HIB3,1993,0
North America,MCV1,1993,85
North America,POL3,1993,80
North America,RCV1,1993,85
North America,DTP1,1994,97
North America,DTP3,1994,94
North America,HEPB3,1994,38
North America,HIB3,1994,0
North America,MCV1,1994,90
North America,POL3,1994,84
North America,RCV1,1994,90
North America,DTP1,1995,98
North America,DTP3,1995,94
North America,HEPB3,1995,62
North America,HIB3,1995,83
North America,MCV1,1995,89
North America,POL3,1995,88
North America,RCV1,1995,89
North America,DTP1,1996,98
North America,DTP3,1996,95
North America,HEPB3,1996,75
North America,HIB3,1996,90
North America,MCV1,1996,92
North America,POL3,1996,91
North America,RCV1,1996,92
North America,DTP1,1997,98
North America,DTP3,1997,95
North America,HEPB3,1997,77
North America,HIB3,1997,93
North America,MCV1,1997,91
North America,POL3,1997,91
North America,RCV1,1997,91
North America,DTP1,1998,98
North America,DTP3,1998,96
North America,HEPB3,1998,80
North America,HIB3,1998,93
North America,MCV1,1998,92
North America,POL3,1998,91
North America,RCV1,1998,92
North America,DTP1,1999,99
North America,DTP3,1999,96
North America,HEPB3,1999,81
North America,HIB3,1999,94
North America,MCV1,1999,92
North America,POL3,1999,90
North America,RCV1,1999,92
North America,DTP1,2000,99
North America,DTP3,2000,94
North America,HEPB3,2000,83
North America,HEPBB,2000,0
North America,HIB3,2000,93
North America,MCV1,2000,91
North America,MCV2,2000,78
North America,POL3,2000,90
North America,RCV1,2000,91
North America,DTP1,2001,98
North America,DTP3,2001,94
North America,HEPB3,2001,82
North America,HEPBB,2001,0
North America,HIB3,2001,93
North America,MCV1,2001,91
North America,MCV2,2001,79
North America,POL3,2001,89
North America,RCV1,2001,91
North America,DTP1,2002,97
North America,DTP3,2002,94
North America,HEPB3,2002,81
North America,HEPBB,2002,19
North America,HIB3,2002,93
North America,MCV1,2002,91
North America,MCV2,2002,80
North America,POL3,2002,90
North America,RCV1,2002,91
North America,DTP1,2003,99
North America,DTP3,2003,96
North America,HEPB3,2003,86
North America,HEPBB,2003,36
North America,HIB3,2003,94
North America,MCV1,2003,93
North America,MCV2,2003,79
North America,POL3,2003,91
North America,RCV1,2003,93
North America,DTP1,2004,99
North America,DTP3,2004,96
North America,HEPB3,2004,86
North America,HEPBB,2004,44
North America,HIB3,2004,94
North America,MCV1,2004,93
North America,MCV2,2004,79
North America,POL3,2004,92
North America,RCV1,2004,93
North America,DTP1,2005,99
North America,DTP3,2005,96
North America,HEPB3,2005,87
North America,HEPBB,2005,46
North America,HIB3,2005,94
North America,MCV1,2005,92
North America,MCV2,2005,79
North America,POL3,2005,92
North America,RCV1,2005,92
North America,DTP1,2006,99
North America,DTP3,2006,96
North America,HEPB3,2006,87
North America,HEPBB,2006,46
North America,HIB3,2006,93
North America,MCV1,2006,92
North America,MCV2,2006,79
North America,POL3,2006,93
North America,RCV1,2006,92
North America,ROTAC,2006,0
North America,DTP1,2007,99
North America,DTP3,2007,96
North America,HEPB3,2007,87
North America,HEPBB,2007,49
North America,HIB3,2007,93
North America,MCV1,2007,92
North America,MCV2,2007,79
North America,POL3,2007,93
North America,RCV1,2007,92
North America,ROTAC,2007,0
North America,DTP1,2008,99
North America,DTP3,2008,96
North America,HEPB3,2008,89
North America,HEPBB,2008,50
North America,HIB3,2008,91
North America,MCV1,2008,92
North America,MCV2,2008,80
North America,PCV3,2008,89
North America,POL3,2008,94
North America,RCV1,2008,92
North America,ROTAC,2008,0
North America,DTP1,2009,98
North America,DTP3,2009,95
North America,HEPB3,2009,88
North America,HEPBB,2009,56
North America,HIB3,2009,85
North America,MCV1,2009,90
North America,MCV2,2009,81
North America,PCV3,2009,89
North America,POL3,2009,93
North America,RCV1,2009,90
North America,ROTAC,2009,40
North America,DTP1,2010,98
North America,DTP3,2010,94
North America,HEPB3,2010,89
North America,HEPBB,2010,59
North America,HIB3,2010,90
North America,MCV1,2010,92
North America,MCV2,2010,82
North America,PCV3,2010,90
North America,POL3,2010,93
North America,RCV1,2010,92
North America,ROTAC,2010,54
North America,DTP1,2011,98
North America,DTP3,2011,95
North America,HEPB3,2011,89
North America,HEPBB,2011,63
North America,HIB3,2011,94
North America,MCV1,2011,92
North America,MCV2,2011,82
North America,PCV3,2011,92
North America,POL3,2011,93
North America,RCV1,2011,92
North America,ROTAC,2011,61
North America,DTP1,2012,97
North America,DTP3,2012,94
North America,HEPB3,2012,88
North America,HEPBB,2012,66
North America,HIB3,2012,93
North America,MCV1,2012,91
North America,MCV2,2012,90
North America,PCV3,2012,90
North America,POL3,2012,93
North America,RCV1,2012,91
North America,ROTAC,2012,63
North America,DTP1,2013,98
North America,DTP3,2013,94
North America,HEPB3,2013,88
North America,HEPBB,2013,67
North America,HIB3,2013,93
North America,MCV1,2013,92
North America,MCV2,2013,91
North America,PCV3,2013,91
North America,POL3,2013,93
North America,RCV1,2013,92
North America,ROTAC,2013,67
North America,DTP1,2014,98
North America,DTP3,2014,95
North America,HEPB3,2014,89
North America,HEPBB,2014,66
North America,HIB3,2014,93
North America,MCV1,2014,92
North America,MCV2,2014,91
North America,PCV3,2014,92
North America,POL3,2014,93
North America,RCV1,2014,92
North America,ROTAC,2014,66
North America,DTP1,2015,98
North America,DTP3,2015,95
North America,HEPB3,2015,90
North America,HEPBB,2015,66
North America,HIB3,2015,93
North America,MCV1,2015,92
North America,MCV2,2015,92
North America,PCV3,2015,92
North America,POL3,2015,93
North America,RCV1,2015,92
North America,ROTAC,2015,66
North America,DTP1,2016,98
North America,DTP3,2016,95
North America,HEPB3,2016,91
North America,HEPBB,2016,58
North America,HIB3,2016,93
North America,MCV1,2016,92
North America,MCV2,2016,93
North America,PCV3,2016,92
North America,POL3,2016,94
North America,RCV1,2016,92
North America,ROTAC,2016,66
North America,DTP1,2017,98
North America,DTP3,2017,95
North America,HEPB3,2017,91
North America,HEPBB,2017,58
North America,HIB3,2017,93
North America,MCV1,2017,92
North America,MCV2,2017,93
North America,PCV3,2017,92
North America,POL3,2017,94
North America,RCV1,2017,92
North America,ROTAC,2017,74
North America,DTP1,2018,97
North America,DTP3,2018,94
North America,HEPB3,2018,89
North America,HEPBB,2018,60
North America,HIB3,2018,92
North America,MCV1,2018,92
North America,MCV2,2018,93
North America,PCV3,2018,91
North America,POL3,2018,93
North America,RCV1,2018,92
North America,ROTAC,2018,74
North America,DTP1,2019,97
North America,DTP3,2019,94
North America,HEPB3,2019,89
North America,HEPBB,2019,61
North America,HIB3,2019,91
North America,MCV1,2019,90
North America,MCV2,2019,94
North America,PCV3,2019,91
North America,POL3,2019,93
North America,RCV1,2019,90
North America,ROTAC,2019,74
South Asia,BCG,1980,2
South Asia,DTP1,1980,23
South Asia,DTP3,1980,6
South Asia,MCV1,1980,0
South Asia,POL3,1980,2
South Asia,RCV1,1980,0
South Asia,BCG,1981,5
South Asia,DTP1,1981,24
South Asia,DTP3,1981,6
South Asia,MCV1,1981,0
South Asia,POL3,1981,3
South Asia,RCV1,1981,0
South Asia,BCG,1982,6
South Asia,DTP1,1982,31
South Asia,DTP3,1982,11
South Asia,MCV1,1982,1
South Asia,POL3,1982,7
South Asia,RCV1,1982,0
South Asia,BCG,1983,10
South Asia,DTP1,1983,35
South Asia,DTP3,1983,13
South Asia,MCV1,1983,2
South Asia,POL3,1983,10
South Asia,RCV1,1983,0
South Asia,BCG,1984,13
South Asia,DTP1,1984,39
South Asia,DTP3,1984,16
South Asia,MCV1,1984,4
South Asia,POL3,1984,13
South Asia,RCV1,1984,0
South Asia,BCG,1985,15
South Asia,DTP1,1985,41
South Asia,DTP3,1985,19
South Asia,HEPB3,1985,0
South Asia,MCV1,1985,6
South Asia,POL3,1985,15
South Asia,RCV1,1985,0
South Asia,BCG,1986,17
South Asia,DTP1,1986,44
South Asia,DTP3,1986,21
South Asia,HEPB3,1986,0
South Asia,MCV1,1986,14
South Asia,POL3,1986,18
South Asia,RCV1,1986,0
South Asia,BCG,1987,29
South Asia,DTP1,1987,54
South Asia,DTP3,1987,29
South Asia,HEPB3,1987,0
South Asia,MCV1,1987,25
South Asia,POL3,1987,27
South Asia,RCV1,1987,0
South Asia,BCG,1988,31
South Asia,DTP1,1988,63
South Asia,DTP3,1988,38
South Asia,HEPB3,1988,0
South Asia,MCV1,1988,33
South Asia,POL3,1988,36
South Asia,RCV1,1988,0
South Asia,BCG,1989,38
